FlightHour,HourlyAvgTemperature,HourlyAvgDewPoint,HourlyAvgRelativeHumidity,HourlyAvgWindSpeed,HourlyAvgVisibility
2022-08-16 10,71.0,67.0,86.59,7.0,10.0
2022-08-16 11,71.0,67.0,86.59,6.0,10.0
2022-08-16 12,75.0,68.0,78.86,7.0,10.0
2022-08-16 13,75.5,68.0,77.69,8.0,10.0
2022-08-16 14,77.0,69.0,76.62,5.0,10.0
2022-08-16 15,79.0,69.0,71.72,4.0,10.0
2022-08-16 16,83.0,68.0,60.81,5.0,10.0
2022-08-16 17,85.0,67.0,54.89,6.0,10.0
2022-08-16 18,87.0,65.0,47.73,7.0,10.0
2022-08-16 19,87.0,63.0,44.66,10.0,10.0
2022-08-16 20,86.0,64.0,47.91,10.0,10.0
2022-08-16 21,84.0,64.0,51.08,8.0,10.0
2022-08-16 22,82.0,66.0,58.43,9.0,10.0
2022-08-16 23,82.0,66.0,58.43,6.0,10.0
2022-08-17 00,80.0,67.0,64.14,8.0,10.0
2022-08-17 01,79.0,67.0,66.49,8.0,10.0
2022-08-17 02,77.0,66.0,68.85,7.0,10.0
2022-08-17 03,76.0,67.0,73.68,5.0,10.0
2022-08-17 04,76.0,66.0,71.41,5.0,10.0
2022-08-17 05,74.0,67.5,80.29,7.5,10.0
2022-08-17 06,74.0,68.0,81.82,6.5,10.0
2022-08-17 07,73.0,68.0,84.34,7.0,10.0
2022-08-17 08,73.0,68.0,84.34,8.0,10.0
2022-08-17 09,73.0,67.0,81.2,9.0,10.0
2022-08-17 10,72.0,67.0,83.99,8.0,10.0
2022-08-17 11,72.0,67.0,83.99,6.5,7.5
2022-08-17 12,71.0,68.0,89.94,6.67,4.33
2022-08-17 13,71.0,68.0,89.94,7.0,4.0
2022-08-17 14,72.0,67.0,83.99,7.0,10.0
2022-08-17 15,74.0,66.0,76.36,10.0,7.0
2022-08-17 16,75.1,66.6,74.76,6.0,9.0
2022-08-17 17,78.0,67.0,68.49,5.0,10.0
2022-08-17 18,79.0,66.0,64.45,0.0,10.0
2022-08-17 19,80.0,65.0,59.83,5.0,10.0
2022-08-17 20,81.0,65.0,58.1,6.0,10.0
2022-08-17 21,80.0,66.0,62.17,0.0,10.0
2022-08-17 22,79.0,67.0,66.49,4.0,10.0
2022-08-17 23,77.0,69.0,76.62,5.0,10.0
2022-08-18 00,76.0,68.0,76.53,4.0,10.0
2022-08-18 01,76.0,68.0,76.53,3.0,10.0
2022-08-18 02,72.0,66.5,82.84,16.5,2.75
2022-08-18 03,68.0,64.33,87.96,12.67,5.0
2022-08-18 04,68.0,64.0,87.03,5.0,10.0
2022-08-18 05,69.0,66.0,89.86,5.0,10.0
2022-08-18 06,69.0,66.0,89.86,0.0,10.0
2022-08-18 07,71.0,66.0,83.93,5.0,10.0
2022-08-18 08,70.0,66.0,87.14,7.0,9.0
2022-08-18 09,71.0,65.0,80.78,5.0,10.0
2022-08-18 10,70.0,66.0,87.14,6.0,10.0
2022-08-18 11,71.0,66.0,83.93,5.0,10.0
2022-08-18 12,71.5,67.0,85.29,7.0,10.0
2022-08-18 13,73.0,68.5,85.96,7.0,10.0
2022-08-18 14,75.67,68.67,79.3,7.0,10.0
2022-08-18 15,76.5,68.0,75.16,8.0,10.0
2022-08-18 16,78.0,67.0,68.49,5.0,10.0
2022-08-18 17,80.0,67.0,64.14,5.0,10.0
2022-08-18 18,80.0,65.0,59.83,5.0,10.0
2022-08-18 19,80.0,67.0,64.14,7.0,10.0
2022-08-18 20,80.0,67.0,64.14,5.0,10.0
2022-08-18 21,80.0,67.0,64.14,5.0,10.0
2022-08-18 22,79.0,67.0,66.49,5.0,10.0
2022-08-18 23,79.0,67.0,66.49,4.0,10.0
2022-08-19 00,78.0,67.0,68.49,3.0,10.0
2022-08-19 01,77.0,68.0,73.78,0.0,10.0
2022-08-19 02,77.0,68.0,73.78,4.0,10.0
2022-08-19 03,76.0,69.0,79.47,3.0,9.0
2022-08-19 04,76.0,68.0,76.53,4.0,10.0
2022-08-19 05,75.0,69.0,81.9,4.0,10.0
2022-08-19 06,74.0,69.0,84.97,4.0,10.0
2022-08-19 07,74.0,70.0,87.63,5.0,9.0
2022-08-19 08,73.0,69.0,87.59,3.0,10.0
2022-08-19 09,73.0,69.0,87.59,5.0,10.0
2022-08-19 10,72.0,69.0,90.59,5.0,6.5
2022-08-19 11,72.0,70.0,93.43,5.0,2.5
2022-08-19 12,73.0,70.0,90.32,6.0,2.5
2022-08-19 13,73.0,70.0,90.32,6.0,2.5
2022-08-19 14,73.0,71.0,93.77,6.0,2.5
2022-08-19 15,73.0,71.0,93.77,4.0,2.5
2022-08-19 16,73.67,71.67,93.78,5.67,2.08
2022-08-19 17,75.0,71.33,88.59,6.67,5.33
2022-08-19 18,78.0,69.0,73.88,6.0,10.0
2022-08-19 19,75.0,71.0,87.68,5.5,3.5
2022-08-19 20,74.0,71.0,90.97,6.0,9.0
2022-08-19 21,75.0,71.0,87.68,5.0,10.0
2022-08-19 22,76.0,70.0,81.96,7.0,10.0
2022-08-19 23,75.0,71.0,87.68,6.0,10.0
2022-08-20 00,74.0,71.0,90.97,7.0,10.0
2022-08-20 01,74.0,72.0,93.79,7.0,10.0
2022-08-20 02,74.0,72.0,93.79,6.0,9.0
2022-08-20 03,74.0,72.0,93.79,5.0,10.0
2022-08-20 04,74.0,72.0,93.79,5.0,10.0
2022-08-20 05,74.0,72.0,93.79,4.0,10.0
2022-08-20 06,73.0,71.0,93.77,4.0,10.0
2022-08-20 07,73.0,71.0,93.77,3.0,7.0
2022-08-20 08,72.0,70.0,93.43,0.0,7.0
2022-08-20 09,72.0,71.0,96.99,3.0,7.0
2022-08-20 10,72.0,70.0,93.43,1.5,6.0
2022-08-20 11,72.0,71.0,96.99,1.5,5.5
2022-08-20 12,73.13,71.53,94.85,3.33,6.0
2022-08-20 13,75.0,71.0,87.9,1.5,10.0
2022-08-20 14,79.0,71.5,77.73,4.0,10.0
2022-08-20 15,80.5,71.5,74.14,3.5,10.0
2022-08-20 16,82.0,72.0,71.78,4.0,10.0
2022-08-20 17,83.0,72.0,69.71,7.0,10.0
2022-08-20 18,86.0,71.0,61.2,9.0,10.0
2022-08-20 19,83.0,71.0,67.62,5.0,10.0
2022-08-20 20,83.0,71.0,67.62,0.0,10.0
2022-08-20 21,84.0,71.0,65.26,5.0,10.0
2022-08-20 22,83.0,72.0,69.71,5.0,10.0
2022-08-20 23,82.0,72.0,71.78,3.0,10.0
2022-08-21 00,81.0,73.0,76.7,0.0,10.0
2022-08-21 01,80.0,74.0,81.42,0.0,10.0
2022-08-21 02,80.0,74.0,81.42,0.0,10.0
2022-08-21 03,73.5,68.0,83.26,13.0,8.0
2022-08-21 04,71.0,68.5,91.67,2.5,8.5
2022-08-21 05,71.0,69.0,93.4,7.0,10.0
2022-08-21 06,70.0,68.0,93.37,5.0,10.0
2022-08-21 07,70.0,68.0,93.37,6.0,10.0
2022-08-21 08,70.0,68.5,95.17,4.0,10.0
2022-08-21 09,70.0,69.0,96.97,4.0,1.0
2022-08-21 10,70.0,69.0,96.97,4.0,1.0
2022-08-21 11,71.0,69.0,93.4,1.5,1.5
2022-08-21 12,71.3,69.9,95.19,3.5,2.0
2022-08-21 13,72.5,70.0,91.88,6.0,4.5
2022-08-21 14,76.0,71.0,85.09,5.0,7.0
2022-08-21 15,78.0,71.0,79.1,8.5,10.0
2022-08-21 16,81.0,70.0,69.28,8.0,10.0
2022-08-21 17,82.0,71.5,70.82,8.5,10.0
2022-08-21 18,83.0,71.0,67.62,7.0,10.0
2022-08-21 19,83.0,70.0,65.13,7.0,10.0
2022-08-21 20,84.0,72.0,67.28,7.0,10.0
2022-08-21 21,83.0,72.0,69.71,8.0,10.0
2022-08-21 22,83.0,73.0,72.11,5.0,10.0
2022-08-21 23,82.0,72.0,71.78,6.0,10.0
2022-08-22 00,78.0,70.0,76.19,9.0,10.0
2022-08-22 01,77.0,71.0,82.03,4.0,10.0
2022-08-22 02,76.0,70.0,81.96,7.0,10.0
2022-08-22 03,76.0,70.0,81.96,6.0,10.0
2022-08-22 04,75.0,70.0,84.46,5.0,10.0
2022-08-22 05,75.0,71.0,87.68,6.0,10.0
2022-08-22 06,75.0,72.0,90.4,7.0,10.0
2022-08-22 07,75.0,72.0,90.4,6.0,10.0
2022-08-22 08,74.0,72.0,93.79,5.0,10.0
2022-08-22 09,73.0,71.0,93.77,7.0,10.0
2022-08-22 10,73.0,71.0,93.77,4.0,10.0
2022-08-22 11,73.0,71.0,93.77,4.0,10.0
2022-08-22 12,73.0,71.0,93.77,4.0,10.0
2022-08-22 13,73.33,71.0,92.84,5.33,8.67
2022-08-22 14,76.0,72.0,87.73,6.0,10.0
2022-08-22 15,78.0,71.5,80.68,5.0,10.0
2022-08-22 16,79.0,71.0,76.79,5.5,10.0
2022-08-22 17,79.0,71.0,76.79,6.0,10.0
2022-08-22 18,80.0,72.0,76.74,7.0,10.0
2022-08-22 19,76.67,70.0,80.24,6.67,8.33
2022-08-22 20,82.0,71.0,69.62,10.0,10.0
2022-08-22 21,82.0,69.0,65.03,9.0,10.0
2022-08-22 22,80.0,69.0,69.18,7.0,10.0
2022-08-22 23,78.0,70.0,76.19,6.0,10.0
2022-08-23 00,78.0,71.0,79.1,5.0,10.0
2022-08-23 01,77.0,72.0,84.58,5.0,10.0
2022-08-23 02,76.0,71.0,85.09,7.0,10.0
2022-08-23 03,74.0,71.0,90.97,6.0,10.0
2022-08-23 04,73.0,71.0,93.77,7.0,10.0
2022-08-23 05,72.0,70.0,93.43,5.0,10.0
2022-08-23 06,72.0,70.0,93.43,3.0,10.0
2022-08-23 07,72.0,70.0,93.43,5.0,10.0
2022-08-23 08,72.0,70.0,93.43,7.0,10.0
2022-08-23 09,72.0,70.0,93.43,6.0,7.0
2022-08-23 10,72.0,70.0,93.43,7.0,7.0
2022-08-23 11,72.0,70.0,93.43,6.0,6.0
2022-08-23 12,72.0,70.0,93.43,7.0,8.0
2022-08-23 13,73.2,71.3,93.94,6.5,8.0
2022-08-23 14,77.0,71.0,82.03,8.0,10.0
2022-08-23 15,78.0,70.0,76.19,6.0,10.0
2022-08-23 16,82.0,71.0,69.62,6.0,10.0
2022-08-23 17,83.0,68.0,60.81,7.0,10.0
2022-08-23 18,87.0,66.0,49.6,5.0,10.0
2022-08-23 19,85.0,66.0,53.21,6.0,10.0
2022-08-23 20,85.0,65.0,51.21,5.0,10.0
2022-08-23 21,86.0,64.0,47.91,4.0,10.0
2022-08-23 22,83.0,68.0,60.81,7.0,10.0
2022-08-23 23,79.0,70.0,73.97,5.0,10.0
2022-08-24 00,78.0,69.0,73.88,5.0,10.0
2022-08-24 01,77.0,69.0,76.62,6.0,10.0
2022-08-24 02,76.0,69.0,79.47,5.0,10.0
2022-08-24 03,76.0,69.0,79.47,3.0,10.0
2022-08-24 04,76.0,70.0,81.96,4.0,10.0
2022-08-24 05,74.0,70.0,87.63,5.0,10.0
2022-08-24 06,74.0,69.0,84.97,5.0,10.0
2022-08-24 07,74.0,69.0,84.97,4.0,10.0
2022-08-24 08,73.0,69.0,87.59,3.0,10.0
2022-08-24 09,73.0,69.0,87.59,3.0,10.0
2022-08-24 10,74.0,69.0,84.97,0.0,10.0
2022-08-24 11,74.0,70.0,87.63,3.0,10.0
2022-08-24 12,76.0,69.0,79.47,5.0,10.0
2022-08-24 13,77.0,70.0,79.02,7.0,10.0
2022-08-24 14,81.0,71.0,71.92,4.0,10.0
2022-08-24 15,81.0,68.0,64.69,4.0,10.0
2022-08-24 16,83.0,69.0,63.16,4.0,10.0
2022-08-24 17,82.0,68.0,62.64,8.25,7.5
2022-08-24 18,75.0,69.67,83.94,12.0,7.33
2022-08-24 19,74.0,70.5,89.0,3.5,8.0
2022-08-24 20,76.0,70.0,81.96,5.0,10.0
2022-08-24 21,76.0,71.0,85.09,5.0,10.0
2022-08-24 22,75.0,71.0,87.68,6.0,10.0
2022-08-24 23,74.0,71.0,90.97,4.0,10.0
2022-08-25 00,73.0,70.0,90.32,3.0,10.0
2022-08-25 01,73.0,71.0,93.77,0.0,10.0
2022-08-25 02,72.0,70.0,93.43,0.0,10.0
2022-08-25 03,73.0,70.0,90.32,0.0,10.0
2022-08-25 04,72.0,70.0,93.43,0.0,10.0
2022-08-25 05,72.0,70.0,93.43,0.0,7.0
2022-08-25 06,72.0,70.0,93.43,0.0,7.0
2022-08-25 07,71.5,70.0,94.88,4.0,5.0
2022-08-25 08,71.0,69.0,93.4,4.0,6.0
2022-08-25 09,71.0,69.0,93.4,0.0,7.0
2022-08-25 10,71.0,69.0,93.4,1.5,7.0
2022-08-25 11,71.0,69.0,93.4,5.0,10.0
2022-08-25 12,71.0,69.5,94.86,3.5,10.0
2022-08-25 13,72.0,70.5,95.04,3.5,9.5
2022-08-25 14,74.0,70.0,87.63,5.0,10.0
2022-08-25 15,76.0,71.0,85.09,8.0,10.0
2022-08-25 16,79.0,70.0,73.97,4.0,10.0
2022-08-25 17,82.0,70.0,67.06,0.0,10.0
2022-08-25 18,76.0,71.5,86.13,5.0,3.0
2022-08-25 19,74.13,69.93,86.87,6.33,6.67
2022-08-25 20,74.0,70.0,87.63,6.0,7.0
2022-08-25 21,74.0,71.0,90.97,4.0,10.0
2022-08-25 22,75.0,71.0,87.68,0.0,10.0
2022-08-25 23,75.0,71.0,87.68,4.0,10.0
2022-08-26 00,74.0,71.0,90.97,0.0,10.0
2022-08-26 01,73.0,71.0,93.77,0.0,10.0
2022-08-26 02,73.0,71.0,93.77,4.0,10.0
2022-08-26 03,73.0,71.0,93.77,0.0,10.0
2022-08-26 04,73.0,71.0,93.77,0.0,10.0
2022-08-26 05,73.0,71.0,93.77,3.0,10.0
2022-08-26 06,73.0,71.0,93.77,0.0,10.0
2022-08-26 07,71.8,69.9,93.74,3.5,10.0
2022-08-26 08,72.0,71.0,96.99,4.5,8.5
2022-08-26 09,72.0,70.0,93.43,3.33,9.33
2022-08-26 10,71.8,69.9,93.74,3.0,6.0
2022-08-26 11,72.0,71.0,96.99,1.5,9.0
2022-08-26 12,73.0,71.0,93.77,3.0,10.0
2022-08-26 13,76.0,71.0,85.09,7.0,10.0
2022-08-26 14,80.0,72.0,76.36,0.0,10.0
2022-08-26 15,81.0,71.0,71.72,2.0,10.0
2022-08-26 16,83.0,71.0,67.62,4.0,10.0
2022-08-26 17,83.0,70.0,65.13,6.0,10.0
2022-08-26 18,84.0,69.0,60.95,6.0,10.0
2022-08-26 19,87.0,70.0,56.92,7.0,10.0
2022-08-26 20,87.0,68.0,53.15,3.0,10.0
2022-08-26 21,87.0,68.0,53.15,4.0,10.0
2022-08-26 22,86.0,68.0,55.04,5.0,10.0
2022-08-26 23,84.0,70.0,62.86,4.0,10.0
2022-08-27 00,80.0,71.0,74.07,3.0,10.0
2022-08-27 01,78.0,72.0,81.55,3.0,10.0
2022-08-27 02,78.0,73.0,84.36,4.0,10.0
2022-08-27 03,77.0,73.0,87.48,6.0,10.0
2022-08-27 04,75.0,73.0,93.51,4.0,10.0
2022-08-27 05,75.0,72.0,90.4,3.0,10.0
2022-08-27 06,74.0,72.0,93.79,0.0,10.0
2022-08-27 07,74.0,72.0,93.79,4.0,10.0
2022-08-27 08,74.0,72.0,93.79,6.0,10.0
2022-08-27 09,73.0,72.0,96.68,3.0,10.0
2022-08-27 10,73.2,71.3,93.94,1.5,10.0
2022-08-27 11,74.0,72.0,93.79,5.0,10.0
2022-08-27 12,75.0,73.0,93.51,5.0,10.0
2022-08-27 13,80.0,74.0,81.42,0.0,10.0
2022-08-27 14,84.0,72.0,67.28,4.0,10.0
2022-08-27 15,86.0,72.0,63.1,3.0,10.0
2022-08-27 16,85.0,72.0,65.36,9.0,8.0
2022-08-27 17,86.0,73.0,65.27,7.0,10.0
2022-08-27 18,86.0,71.0,61.2,0.0,10.0
2022-08-27 19,88.0,73.0,61.24,3.0,10.0
2022-08-27 20,89.0,71.0,55.46,0.0,10.0
2022-08-27 21,86.0,71.0,61.2,5.0,10.0
2022-08-27 22,88.0,71.0,57.43,5.0,10.0
2022-08-27 23,86.0,70.0,58.95,4.0,10.0
2022-08-28 00,82.0,69.0,65.03,6.0,10.0
2022-08-28 01,80.0,71.0,74.07,4.0,10.0
2022-08-28 02,79.0,72.0,79.17,4.0,10.0
2022-08-28 03,79.0,72.0,79.17,0.0,10.0
2022-08-28 04,78.0,73.0,84.36,0.0,10.0
2022-08-28 05,78.0,73.0,84.36,0.0,10.0
2022-08-28 06,76.0,72.0,87.73,7.0,10.0
2022-08-28 07,76.0,72.0,87.73,0.0,10.0
2022-08-28 08,75.0,72.0,90.4,3.0,10.0
2022-08-28 09,73.0,71.0,93.77,5.0,10.0
2022-08-28 10,73.0,71.0,93.77,8.0,10.0
2022-08-28 11,73.0,71.0,93.77,5.5,10.0
2022-08-28 12,75.0,72.0,90.4,7.0,10.0
2022-08-28 13,78.0,73.0,84.36,5.5,10.0
2022-08-28 14,79.0,73.0,81.89,6.0,10.0
2022-08-28 15,81.0,72.5,75.64,5.5,10.0
2022-08-28 16,85.0,72.0,65.36,4.0,10.0
2022-08-28 17,88.0,71.0,57.43,8.0,10.0
2022-08-28 18,89.0,69.0,51.8,7.0,10.0
2022-08-28 19,89.0,68.0,49.88,7.0,10.0
2022-08-28 20,89.0,67.0,48.03,5.0,10.0
2022-08-28 21,88.0,68.0,51.65,8.0,10.0
2022-08-28 22,87.0,69.0,55.19,7.0,10.0
2022-08-28 23,85.0,69.0,59.21,8.0,10.0
2022-08-29 00,83.0,69.0,63.16,3.0,10.0
2022-08-29 01,80.0,70.0,71.35,3.0,10.0
2022-08-29 02,79.0,71.0,76.79,0.0,10.0
2022-08-29 03,78.0,70.0,76.19,3.0,10.0
2022-08-29 04,78.0,70.0,76.19,3.0,10.0
2022-08-29 05,77.0,70.0,79.02,4.0,10.0
2022-08-29 06,76.0,70.0,81.96,5.0,10.0
2022-08-29 07,75.0,70.0,84.46,3.0,10.0
2022-08-29 08,74.0,70.0,87.63,6.0,10.0
2022-08-29 09,73.0,69.0,87.59,4.0,10.0
2022-08-29 10,74.0,70.0,87.63,4.0,10.0
2022-08-29 11,74.0,70.0,87.63,8.0,10.0
2022-08-29 12,77.0,71.0,82.03,4.0,10.0
2022-08-29 13,80.0,72.0,76.36,4.0,10.0
2022-08-29 14,82.0,71.0,69.62,3.0,10.0
2022-08-29 15,83.0,70.0,65.13,7.0,10.0
2022-08-29 16,85.0,70.0,61.06,8.0,10.0
2022-08-29 17,86.0,69.0,57.16,8.0,10.0
2022-08-29 18,86.0,70.0,58.95,8.0,10.0
2022-08-29 19,87.0,68.0,53.15,5.0,10.0
2022-08-29 20,88.0,69.0,53.64,8.0,10.0
2022-08-29 21,89.0,68.0,49.88,9.0,10.0
2022-08-29 22,87.0,68.0,53.15,5.0,10.0
2022-08-29 23,86.0,68.0,55.04,4.0,10.0
2022-08-30 00,84.0,70.0,62.86,3.0,10.0
2022-08-30 01,81.0,70.0,69.28,8.0,10.0
2022-08-30 02,78.0,71.0,79.1,3.0,10.0
2022-08-30 03,77.0,71.0,82.03,3.0,10.0
2022-08-30 04,77.0,71.0,82.03,4.0,10.0
2022-08-30 05,76.0,71.0,85.09,5.0,10.0
2022-08-30 06,74.5,71.0,89.32,4.5,10.0
2022-08-30 07,74.0,71.67,92.85,4.67,7.17
2022-08-30 08,73.0,71.0,93.77,5.0,1.5
2022-08-30 09,73.0,71.0,93.77,5.0,1.5
2022-08-30 10,72.0,70.0,93.43,3.0,1.5
2022-08-30 11,72.0,70.0,93.43,3.0,1.5
2022-08-30 12,73.0,70.0,90.32,0.0,1.5
2022-08-30 13,76.0,70.87,84.37,2.33,9.0
2022-08-30 14,82.0,71.0,69.62,0.0,10.0
2022-08-30 15,85.0,72.0,65.36,5.0,10.0
2022-08-30 16,87.0,72.0,60.92,6.0,10.0
2022-08-30 17,87.0,70.0,56.92,4.0,10.0
2022-08-30 18,89.0,71.0,55.46,8.0,10.0
2022-08-30 19,90.0,71.0,53.91,7.0,10.0
2022-08-30 20,76.4,71.6,85.96,15.67,3.12
2022-08-30 21,75.0,71.0,87.43,4.0,10.0
2022-08-30 22,75.0,72.0,90.4,4.0,10.0
2022-08-30 23,75.0,72.0,90.4,4.0,10.0
2022-08-31 00,74.0,72.0,93.79,3.0,10.0
2022-08-31 01,74.0,72.0,93.79,3.5,10.0
2022-08-31 02,74.0,72.0,93.79,4.0,10.0
2022-08-31 03,73.0,72.0,96.68,5.0,10.0
2022-08-31 04,73.0,72.0,96.68,5.0,10.0
2022-08-31 05,73.0,72.0,96.68,8.0,10.0
2022-08-31 06,73.0,72.0,96.68,8.67,2.67
2022-08-31 07,73.0,72.0,96.68,8.0,1.0
2022-08-31 08,73.0,72.0,96.68,7.0,2.0
2022-08-31 09,73.0,71.0,93.77,7.5,2.0
2022-08-31 10,73.0,71.0,93.77,6.0,6.0
2022-08-31 11,73.0,71.0,93.77,6.0,7.0
2022-08-31 12,74.0,71.0,90.97,7.0,10.0
2022-08-31 13,78.0,71.0,79.1,7.0,10.0
2022-08-31 14,81.0,71.0,71.92,8.0,10.0
2022-08-31 15,84.0,71.0,65.26,5.0,10.0
2022-08-31 16,84.0,70.0,62.86,6.0,10.0
2022-08-31 17,85.0,66.0,53.21,7.0,10.0
2022-08-31 18,88.0,63.0,43.4,7.0,10.0
2022-08-31 19,88.0,61.0,40.44,10.0,10.0
2022-08-31 20,87.0,61.0,41.62,10.0,10.0
2022-08-31 21,87.0,61.0,41.62,7.0,10.0
2022-08-31 22,86.0,60.0,41.74,8.0,10.0
2022-08-31 23,82.0,59.0,45.66,6.0,10.0
2022-09-01 00,79.0,61.0,54.08,6.0,10.0
2022-09-01 01,77.0,60.0,55.95,6.0,10.0
2022-09-01 02,76.0,61.0,59.92,6.0,10.0
2022-09-01 03,74.0,62.0,66.61,5.0,10.0
2022-09-01 04,73.0,63.0,70.87,4.0,10.0
2022-09-01 05,74.0,61.0,64.07,4.0,10.0
2022-09-01 06,72.0,62.0,71.02,0.0,10.0
2022-09-01 07,71.0,62.0,73.22,3.0,10.0
2022-09-01 08,70.0,62.0,76.01,4.0,10.0
2022-09-01 09,71.0,61.0,70.42,6.0,10.0
2022-09-01 10,69.0,61.0,75.4,5.0,10.0
2022-09-01 11,73.0,61.0,66.04,5.0,10.0
2022-09-01 12,76.0,63.0,64.31,8.0,10.0
2022-09-01 13,79.0,65.0,62.03,7.0,10.0
2022-09-01 14,82.7,66.1,57.42,4.0,10.0
2022-09-01 15,86.0,67.0,52.99,8.0,10.0
2022-09-01 16,88.0,69.0,53.64,7.0,10.0
2022-09-01 17,90.0,67.0,46.68,3.0,10.0
2022-09-01 18,90.0,67.0,46.68,0.0,10.0
2022-09-01 19,89.0,67.0,48.03,5.0,10.0
2022-09-01 20,90.0,67.0,46.68,5.0,10.0
2022-09-01 21,90.0,68.0,48.49,5.0,10.0
2022-09-01 22,87.0,69.0,55.19,8.0,10.0
2022-09-01 23,83.0,72.0,69.71,7.0,10.0
2022-09-02 00,81.0,72.0,74.15,6.0,10.0
2022-09-02 01,80.0,72.0,76.36,9.0,10.0
2022-09-02 02,78.0,72.0,81.55,6.0,10.0
2022-09-02 03,77.0,71.0,82.03,4.0,10.0
2022-09-02 04,76.5,71.0,83.56,2.0,10.0
2022-09-02 05,75.0,71.0,87.68,4.0,10.0
2022-09-02 06,74.0,70.0,87.63,4.0,10.0
2022-09-02 07,74.0,70.0,87.63,3.0,10.0
2022-09-02 08,74.0,70.0,87.63,5.0,10.0
2022-09-02 09,73.0,70.0,90.32,5.0,10.0
2022-09-02 10,73.0,70.0,90.32,6.0,10.0
2022-09-02 11,73.0,71.0,93.77,3.0,6.0
2022-09-02 12,75.0,69.0,81.9,9.0,10.0
2022-09-02 13,77.0,68.0,73.78,9.0,10.0
2022-09-02 14,80.0,68.0,66.62,6.0,10.0
2022-09-02 15,82.0,67.0,60.28,8.0,10.0
2022-09-02 16,84.0,67.0,56.51,10.0,10.0
2022-09-02 17,85.0,69.0,59.21,6.0,10.0
2022-09-02 18,85.0,68.0,57.02,9.0,10.0
2022-09-02 19,85.0,70.0,61.06,4.0,10.0
2022-09-02 20,84.0,67.0,56.51,7.0,10.0
2022-09-02 21,80.5,70.5,72.76,10.5,4.5
2022-09-02 22,79.0,71.0,76.79,6.0,10.0
2022-09-02 23,78.0,71.0,79.1,6.0,10.0
2022-09-03 00,78.0,71.0,79.1,7.0,10.0
2022-09-03 01,78.0,71.0,79.1,6.0,10.0
2022-09-03 02,77.0,71.0,82.03,5.0,10.0
2022-09-03 03,76.0,72.0,87.73,7.0,10.0
2022-09-03 04,76.0,72.0,87.73,7.0,10.0
2022-09-03 05,76.0,71.5,86.41,7.0,10.0
2022-09-03 06,75.0,71.0,87.68,6.0,10.0
2022-09-03 07,75.0,71.0,87.68,7.33,10.0
2022-09-03 08,74.0,71.0,90.97,3.0,10.0
2022-09-03 09,73.0,70.0,90.32,4.5,10.0
2022-09-03 10,72.0,70.0,93.43,4.0,10.0
2022-09-03 11,72.0,70.0,93.43,6.0,10.0
2022-09-03 12,74.0,71.0,90.97,4.0,10.0
2022-09-03 13,76.33,70.33,81.98,4.67,10.0
2022-09-03 14,79.0,71.0,76.71,6.67,10.0
2022-09-03 15,83.0,70.0,65.13,7.0,10.0
2022-09-03 16,85.0,70.0,61.06,8.0,10.0
2022-09-03 17,84.5,69.5,61.06,7.5,10.0
2022-09-03 18,85.0,68.0,57.02,8.0,10.0
2022-09-03 19,88.0,68.0,51.65,8.0,10.0
2022-09-03 20,86.0,67.0,52.99,9.0,10.0
2022-09-03 21,86.0,69.0,57.16,8.0,10.0
2022-09-03 22,85.0,70.0,61.06,6.0,10.0
2022-09-03 23,83.0,70.0,65.13,7.0,10.0
2022-09-04 00,81.0,70.0,69.28,8.0,10.0
2022-09-04 01,81.0,71.0,71.92,5.0,10.0
2022-09-04 02,78.0,72.0,81.55,7.0,10.0
2022-09-04 03,77.0,72.0,84.58,6.0,10.0
2022-09-04 04,75.1,71.3,88.14,8.0,10.0
2022-09-04 05,74.5,70.0,86.04,8.0,10.0
2022-09-04 06,74.0,70.0,87.63,6.0,10.0
2022-09-04 07,74.0,71.0,90.97,4.5,10.0
2022-09-04 08,74.0,71.0,90.97,7.0,10.0
2022-09-04 09,74.0,71.0,90.97,6.0,10.0
2022-09-04 10,74.0,71.0,90.97,6.0,7.0
2022-09-04 11,74.0,71.0,90.97,7.0,8.0
2022-09-04 12,74.0,71.0,90.97,6.0,8.0
2022-09-04 13,76.0,71.0,85.09,6.0,8.0
2022-09-04 14,78.0,71.0,79.41,8.0,9.5
2022-09-04 15,79.5,70.5,74.02,7.0,10.0
2022-09-04 16,81.0,70.0,69.28,7.0,10.0
2022-09-04 17,80.5,70.5,71.68,7.5,9.5
2022-09-04 18,78.0,71.0,79.1,5.67,7.67
2022-09-04 19,76.0,73.0,90.74,5.0,7.0
2022-09-04 20,77.0,72.5,86.14,3.5,9.5
2022-09-04 21,78.0,73.0,84.36,6.0,10.0
2022-09-04 22,78.0,73.0,84.36,7.0,10.0
2022-09-04 23,76.25,72.25,87.56,9.0,6.5
2022-09-05 00,73.67,71.33,92.53,7.0,8.0
2022-09-05 01,73.5,71.5,93.78,5.5,5.5
2022-09-05 02,74.0,72.0,93.79,7.0,10.0
2022-09-05 03,73.0,71.0,93.77,6.0,10.0
2022-09-05 04,73.0,71.0,93.77,3.5,10.0
2022-09-05 05,72.0,70.67,95.8,4.67,10.0
2022-09-05 06,72.0,71.0,96.99,5.0,5.0
2022-09-05 07,72.0,71.0,96.99,4.0,7.0
2022-09-05 08,73.0,71.0,93.77,6.0,6.0
2022-09-05 09,73.0,71.0,93.77,5.0,7.0
